Calendar Year,Facility,IFR Itinerant Air Carrier,IFR Itinerant Air Taxi,IFR Itinerant GA,IFR Itinerant Military,IFR Overflight Air Carrier,IFR Overflight Air Taxi,IFR Overflight GA,IFR Overflight Military,VFR Itinerant Air Carrier,VFR Itinerant Air Taxi,VFR Itinerant GA,VFR Itinerant Military,VFR Overflight Air Carrier,VFR Overflight Air Taxi,VFR Overflight GA,VFR Overflight Military,Local Civil,Local Military,
1991,CRP,"12,692","9,257","33,246","11,483",0,0,0,0,"1,542","1,041","3,746","2,672",0,0,0,0,"28,045","34,965",
1991,CRQ,0,"7,250","39,791",790,0,0,0,0,0,"4,396","99,338","1,994",0,0,0,0,"66,893",169,
1991,CRW,"7,386","15,909","35,932","1,841",0,0,0,0,744,"1,349","2,586",842,0,0,0,0,"17,492","1,986",
1991,CSG,"1,859","9,661","27,490",421,0,0,0,0,189,731,"2,852",312,0,0,0,0,"20,706","1,089",
1991,CSM,0,0,"1,348","2,888",0,0,0,0,0,0,"1,202","1,497",0,0,0,0,"8,276","17,079",
1991,CVG,"138,917","132,867","14,657","1,064",0,0,0,0,"6,053","3,088",938,439,0,0,0,0,21,0,
1991,CXY,0,44,"22,542",566,0,0,0,0,0,169,"11,106",974,0,0,0,0,"26,614","1,692",
1991,CYS,495,"8,516","5,860","2,182",0,0,0,0,199,"3,053","15,962","2,558",0,0,0,0,"13,785","7,137",
1991,DAB,"10,779","7,384","207,599",328,0,0,0,0,"1,339",951,"9,469",316,0,0,0,0,"103,417",286,
1991,DAL,"80,136","15,574","96,728",887,1,597,"64,479",72,"6,301","3,572","3,692",434,0,0,0,0,78,0,
1991,DAY,"85,789","60,274","36,756","1,530",0,0,0,0,806,788,"2,594",627,0,0,0,0,714,18,
1991,DBQ,4,"6,495","6,969",31,0,0,0,0,83,"1,145","20,994",191,0,0,0,0,"26,128",20,
1991,DCA,"175,224","58,070","52,192",148,0,0,0,0,"6,594","1,855","5,418",322,0,0,0,0,0,0,
1991,DEC,20,"8,860","9,128","1,034",0,0,0,0,59,"1,126","17,131","2,727",0,0,0,0,"28,882","6,460",
1991,DEN,"296,584","143,089","29,698","1,415",25,605,"6,419",662,"7,754","5,638","3,331",500,0,0,0,0,153,0,
1991,DET,"9,397","4,391","21,540",130,0,0,0,0,"1,115","1,232","45,531",321,0,0,0,0,"35,459",4,
1991,DFW,"544,641","165,240","13,425",465,0,0,0,0,"5,674","4,172","2,237",302,0,0,0,0,0,0,
1991,DHN,58,"10,319","18,877","17,782",0,0,0,0,161,"1,872","22,157","5,626",0,0,0,0,"44,237","5,732",
1991,DLH,"3,281","5,415","8,473","5,140",0,0,0,0,476,793,"9,498","1,411",0,0,0,0,"14,125","11,098",
1991,DPA,0,"1,617","20,370",19,0,0,0,0,50,536,"72,990",175,0,0,0,0,"84,824",68,
1991,DSM,"25,754","19,081","60,378","4,070",0,0,0,0,"2,474","2,647","3,321","1,253",0,0,0,0,"19,730","3,296",
1991,DTN,0,0,"4,547",8,0,0,0,0,0,6,"22,200",93,0,0,0,0,"33,547",62,
1991,DTW,"260,753","68,952","44,024",693,0,0,0,0,"10,031","5,071","6,467",287,0,0,0,0,0,0,
1991,DVT,0,2,"1,657",8,0,0,0,0,2,991,"98,078",546,0,0,0,0,"159,394",391,
1991,DWH,0,0,"7,496",2,0,0,0,0,0,4,"64,350",80,0,0,0,0,"89,869",18,
1991,DXR,0,2,"4,959",5,0,0,0,0,0,56,"66,000",158,0,0,0,0,"61,414",296,
1991,ELM,"2,638","11,808","18,133",54,0,0,0,0,268,981,"2,429",137,0,0,0,0,"46,188",212,
1991,ELP,"55,611","3,209","63,334","3,338",0,0,0,0,"2,856",376,"1,800",353,0,0,0,0,"29,377","2,615",
1991,EMT,0,387,"9,248",2,0,0,0,0,0,"5,112","80,616",201,0,0,0,0,"81,066",2,
1991,ENA,180,"15,699",724,62,0,0,0,0,680,"32,691","18,463",455,0,0,0,0,"19,453","1,767",
1991,ERI,"4,313","10,253","28,538",172,0,0,0,0,522,"1,038","4,288",429,0,0,0,0,"19,166",394,
1991,ESF,0,"11,056","5,909","1,135",0,0,0,0,0,830,"8,581","2,619",0,0,0,0,"7,623","1,543",
1991,EUG,"5,148","17,609","16,368",759,0,0,0,0,689,"2,766","44,863",866,0,0,0,0,"64,485","1,186",
1991,EVV,"3,363","24,560","30,487","1,015",0,0,0,0,334,"1,632","2,349",774,0,0,0,0,"17,581","4,272",
1991,EWB,0,"1,937","12,391",228,0,0,0,0,0,"9,457","28,531",422,0,0,0,0,"22,494",498,
1991,EWR,"268,823","84,266","18,933",240,0,898,"28,242",584,"4,719","1,391","1,450",297,0,0,0,0,0,0,
1991,EYW,643,"20,884","8,969",109,0,0,0,0,62,"5,224","25,794",699,0,0,0,0,"23,875",327,
1991,FAI,"13,837","8,143","4,784",416,0,0,0,0,"1,466","13,315","35,327",646,0,0,0,0,"48,387","1,415",
1991,FAR,"4,643","8,017","36,435","3,699",0,0,0,0,750,"1,734","2,092","1,060",0,0,0,0,"24,786","6,070",
1991,FAT,"12,203","62,013","88,378","8,896",0,0,0,0,822,"3,774","4,812","1,631",0,0,0,0,"9,450","1,759",
1991,FAY,"4,800","13,056","21,832","4,423",0,0,0,0,522,"1,477","4,160",594,0,0,0,0,"11,563","1,669",
1991,FCM,0,7,"21,335",47,0,0,0,0,0,65,"58,237",159,0,0,0,0,"106,165",488,
1991,FFZ,0,1,"2,043",56,0,0,0,0,0,187,"83,631",471,0,0,0,0,"147,490","4,821",
1991,FLG,0,"5,400","1,874",17,0,0,0,0,6,"2,173","27,313",542,0,0,0,0,"23,754",247,
1991,FLL,"82,692","47,150","57,093",699,1,"1,201","66,335",765,"3,288","2,078","3,011",474,0,0,0,0,"6,767",66,
1991,FLO,0,"5,259","11,228","1,003",0,0,0,0,1,520,"12,629",897,0,0,0,0,"11,597","1,366",
1991,FMN,0,"8,387","4,348",26,0,0,0,0,2,"9,813","20,535",278,0,0,0,0,"20,753",286,
1991,FMY,0,"4,501","13,368",57,0,0,0,0,0,"6,979","41,187",218,0,0,0,0,"37,583",104,
1991,FNT,"2,904","14,219","32,916",224,0,0,0,0,522,"2,276",331,208,0,0,0,0,"73,390","1,227",
1991,FOE,90,"3,153","5,169","3,769",0,0,0,0,143,655,"12,984","2,600",0,0,0,0,"8,552","8,680",
1991,FPR,0,"1,685","10,038",2,0,0,0,0,0,"1,072","47,422",183,0,0,0,0,"100,390",45,
1991,FRG,0,697,"16,440",136,0,0,0,0,0,"2,144","109,352",810,0,0,0,0,"81,811",64,
1991,FSD,"10,203","6,281","16,799","3,420",0,0,0,0,"1,350","1,031","20,334","1,419",0,0,0,0,"21,094","5,242",
1991,FSM,19,"12,800","22,016","11,152",0,0,0,0,107,"1,441","1,950","2,229",0,0,0,0,"8,256","10,620",
1991,FTW,93,609,"45,949",55,0,0,0,0,165,513,"152,987",296,0,0,0,0,"186,866",66,
1991,FTY,0,"1,036","40,203","2,672",0,0,0,0,10,"1,090","30,939","1,477",0,0,0,0,"68,920","1,030",
1991,FUL,0,6,"18,343",3,0,0,0,0,0,247,"87,841",45,0,0,0,0,"55,598",2,
1991,FWA,"21,420","12,312","32,967","3,203",0,0,0,0,"1,954","1,033","2,883","1,048",0,0,0,0,"17,363","3,394",
1991,FXE,0,"2,661","42,071",23,0,0,0,0,4,"3,480","139,565",190,0,0,0,0,"36,519",0,
1991,FYV,0,"21,959","4,771",19,0,0,0,0,15,"2,138","10,806",170,0,0,0,0,"8,016",125,
1991,GCN,5,"3,202",854,13,0,0,0,0,53,"146,404","6,689",152,0,0,0,0,"3,368",80,
1991,GEG,"23,030","43,545","21,714","1,514",0,0,0,0,"1,726","2,260","2,068",743,0,0,0,0,"14,028","2,572",
1991,GFK,"3,298","4,164","20,504",212,0,0,0,0,469,"1,026","76,679",363,0,0,0,0,"154,592",366,
1991,GGG,33,"9,479","34,730",944,0,0,0,0,88,"1,046",972,173,0,0,0,0,"44,975","4,346",
1991,GJT,"4,227","9,111","4,537",94,0,0,0,0,597,"2,970","28,074",388,0,0,0,0,"25,709",480,
1991,GLH,0,"2,616","3,597",729,0,0,0,0,1,569,"7,510",731,0,0,0,0,"4,373","5,262",
1991,GMU,0,92,"13,822",15,0,0,0,0,0,181,"31,725",126,0,0,0,0,"30,503",18,
1991,GNV,"3,424","11,048","12,142",672,0,0,0,0,451,"1,996","39,413","1,316",0,0,0,0,"28,396","1,377",
1991,GON,0,"4,384","6,505","1,196",0,0,0,0,0,"6,044","34,940","2,168",0,0,0,0,"41,357","3,132",
1991,GPT,"1,339","5,940","16,459","9,114",0,0,0,0,210,676,"2,491","2,350",0,0,0,0,"9,690","12,366",
1991,GRB,"11,710","13,671","25,286",857,0,0,0,0,997,"1,060","2,858",628,0,0,0,0,"24,854","4,024",
1991,GRI,0,"7,935","4,168",165,0,0,0,0,10,"1,292","9,346",383,0,0,0,0,"7,502",919,
1991,GRR,"22,483","27,004","54,663",462,0,0,0,0,"2,265","2,771","4,482",655,0,0,0,0,"45,748",664,
1991,GSO,"36,673","15,288","53,626",573,0,0,0,0,"2,441","1,280","3,842",460,0,0,0,0,"18,893",747,
1991,GSP,"15,755","13,558","17,879","1,017",0,0,0,0,"1,117",984,"1,604",574,0,0,0,0,"4,841","1,538",
1991,GTF,"6,947","12,454","15,127","3,949",0,0,0,0,931,"1,317","2,345","1,134",0,0,0,0,"10,754","5,134",
1991,GYR,35,0,"1,746",1,0,0,0,0,104,110,"84,329",519,0,0,0,0,"93,465",44,
1991,HFD,0,"1,143","10,039",66,0,0,0,0,0,"2,774","41,946",380,0,0,0,0,"62,565",471,
1991,HGR,2,"5,084","5,484",650,0,0,0,0,26,"1,618","31,540","2,057",0,0,0,0,"31,604","2,190",
1991,HHR,0,205,"7,535",0,0,0,0,0,0,684,"68,662",430,0,0,0,0,"79,585",2,
1991,HIO,0,419,"14,586",136,0,0,0,0,0,"2,620","72,893",576,0,0,0,0,"121,054",499,
1991,HKS,0,12,"12,856","1,465",0,0,0,0,0,71,"14,384","2,991",0,0,0,0,"17,621","3,470",
1991,HLG,0,22,"5,361",137,0,0,0,0,4,259,"16,067","1,035",0,0,0,0,"13,206","2,994",
1991,HLN,"2,175","11,678","3,046",775,0,0,0,0,222,"3,757","15,305","4,530",0,0,0,0,"14,425","3,545",
1991,HNL,"190,421","63,310","71,973","19,566",0,0,0,0,"5,626","2,080","4,716","5,464",0,0,0,0,"37,104","3,310",
1991,HOB,0,"1,963","1,045",171,0,0,0,0,0,"2,606","11,377",215,0,0,0,0,"12,024","1,024",
1991,HOU,"113,094","11,860","118,043","1,340",0,0,"15,581","3,769","6,010","1,713","5,810",556,0,0,0,0,"1,453",0,
1991,HPN,"5,121","29,593","46,456",9,0,0,0,0,422,"4,274","68,762",114,0,0,0,0,"35,087",0,
1991,HRL,"12,380","1,120","5,261","1,469",0,0,0,0,879,312,"12,350",863,0,0,0,0,"11,672","5,068",
1991,HSV,"19,423","9,288","28,754","2,397",0,0,0,0,"1,596","1,143","2,419",980,0,0,0,0,"21,087","3,114",
1991,HTS,"2,887","9,995","18,886",202,0,0,0,0,318,882,"1,797",275,0,0,0,0,"9,984",340,
1991,HUF,7,"2,496","12,399","2,557",0,0,0,0,122,603,"16,135","1,700",0,0,0,0,"39,689","4,853",
1991,HUM,0,"3,757","4,225",206,0,0,0,0,0,"55,731","25,363",474,0,0,0,0,"17,251",300,
1991,HUT,0,"1,684","4,435",180,0,0,0,0,0,731,"18,524",817,0,0,0,0,"17,155","1,156",
1991,HVN,"1,432","7,565","5,844",7,0,0,0,0,218,"1,991","25,669",156,0,0,0,0,"45,503",912,
1991,HWD,0,"1,046","12,639",10,0,0,0,0,0,"3,907","74,428",435,0,0,0,0,"100,802",32,
1991,HWO,0,0,"1,346",2,0,0,0,0,0,0,"63,778",165,0,0,0,0,"139,855",44,
1991,HYA,0,"18,046","8,148",61,0,0,0,0,2,"33,380","42,680",265,0,0,0,0,"24,968","1,196",
1991,IAD,"117,888","91,485","51,079","4,034",0,0,0,0,"3,000","1,912","3,093",744,0,0,0,0,863,179,
1991,IAG,152,"1,421","5,722","4,762",0,0,0,0,373,840,"23,634","8,606",0,0,0,0,"46,524","18,978",
1991,IAH,"203,196","55,852","38,501","1,147",49,85,318,37,"4,784","2,067","4,371",679,0,0,0,0,0,0,
1991,ICT,"26,127","10,668","89,941",624,0,0,0,0,"2,476","1,147","3,090",384,0,0,0,0,"38,190",466,
1991,IDA,"2,662","7,076","2,022",12,0,0,0,0,274,"3,400","18,783",112,0,0,0,0,"17,614",66,
1991,ILG,5,"1,708","25,706","2,842",0,0,0,0,55,981,"55,774","2,558",0,0,0,0,"75,926","10,670",
1991,ILM,"4,729","9,861","32,684","1,581",0,0,0,0,434,985,681,221,0,0,0,0,"23,598","4,634",
1991,IND,"120,000","58,256","47,853","1,061",0,0,0,0,"1,025",811,"3,171",569,0,0,0,0,"1,292",93,
1991,INT,68,"4,027","17,868",19,0,0,0,0,118,598,"18,835",72,0,0,0,0,"27,078",148,
1991,IPT,0,"5,655","5,314",62,0,0,0,0,2,"1,805","20,622",528,0,0,0,0,"15,608",305,
1991,ISO,913,"2,175","8,955","1,189",0,0,0,0,180,308,"21,338","2,207",0,0,0,0,"14,501","1,527",
1991,ISP,"11,554","22,121","20,316",708,0,0,0,0,"1,012","5,058","69,060","3,291",0,0,0,0,"86,708",800,
1991,ITH,"1,924","11,605","4,854",8,0,0,0,0,223,"3,706","16,501",96,0,0,0,0,"22,412",112,
1991,ITO,"18,616","1,754","1,169","2,173",0,0,0,0,980,"36,750","8,546","2,188",0,0,0,0,"11,087","4,943",
1991,JAN,"16,167","9,236","18,870","4,206",0,0,0,0,"1,539","1,106","1,503","1,555",0,0,0,0,"2,004","8,924",
1991,JAX,"40,882","27,986","29,241","5,992",0,0,0,0,"3,985","2,172","2,483","1,682",0,0,0,0,"21,474","14,302",
1991,JFK,"195,483","78,616","16,033","1,709",0,"1,578","15,715","3,362","3,440","2,566",145,169,0,0,0,0,0,0,
1991,JLN,0,"6,667","3,707",8,0,0,0,0,11,702,"11,145",138,0,0,0,0,"13,066",44,
1991,JNU,"5,976",985,928,191,0,0,0,0,568,"71,421","14,077",534,0,0,0,0,"20,654",388,
1991,JVL,1,561,"8,386",198,0,0,0,0,4,652,"41,360",509,0,0,0,0,"34,275","1,158",
1991,JXN,0,568,"7,818",30,0,0,0,0,0,556,"25,826",324,0,0,0,0,"27,999",512,
1991,KOA,"25,947",840,974,451,0,0,0,0,675,"10,289","8,998",899,0,0,0,0,"5,336","1,978",
1991,KWA,931,44,"1,234","7,796",0,0,0,0,322,"1,474",427,"7,133",0,0,0,0,665,"1,395",
1991,LAF,37,"3,905","9,810",83,0,0,0,0,151,523,"34,465",448,0,0,0,0,"84,071",565,
1991,LAL,0,13,"14,140",438,0,0,0,0,0,141,"43,626",892,0,0,0,0,"45,184","1,565",
1991,LAN,"9,792","21,155","41,775",941,0,0,0,0,"1,268","2,474","4,499",604,0,0,0,0,"56,529","2,288",
1991,LAS,"203,460","75,995","77,721","4,449",0,0,0,0,"6,667","5,909","5,225",862,0,0,0,0,"17,758",200,
1991,LAW,0,"8,514","2,487",957,0,0,0,0,15,"1,707","5,621",0,0,0,0,0,"4,196","21,740",
1991,LAX,"396,932","182,217","40,053","11,458",0,180,"14,123",321,"6,070","5,155","8,382","1,719",0,0,0,0,"5,300",62,
1991,LBB,"18,930","7,437","36,522",576,0,0,0,0,"1,273",577,"2,144",18,0,0,0,0,"30,541","21,712",
1991,LCH,0,"15,317","16,726",217,0,0,0,0,6,"1,163","1,860",373,0,0,0,0,"10,970",132,
1991,LEB,0,"7,360","3,513",11,0,0,0,0,35,"4,397","18,366",187,0,0,0,0,"27,601",232,
1991,LEX,"13,754","23,049","48,892",726,0,0,0,0,"1,281","1,848","2,979",475,0,0,0,0,"26,480",920,
1991,LFT,"2,063","36,440","31,583","1,879",0,0,0,0,336,"2,237","2,924",810,0,0,0,0,"15,474","1,381",
1991,LGA,"244,638","59,189","17,920",78,0,"8,185","31,658",546,"7,381",5,31,329,0,0,0,0,0,0,
1991,LGB,"23,216","1,782","67,635",891,21,0,38,0,"1,463","4,344","187,965","1,382",0,0,0,0,"150,812",8,
1991,LHD,0,0,0,0,0,0,0,0,0,"13,156","63,825",0,0,0,0,0,"8,765",0,
1991,LIH,"28,985",796,"1,002",869,0,0,0,0,"1,840","63,545","2,495",35,0,0,0,0,"7,530","5,582",
1991,LIT,"30,810","8,713","72,903","3,314",0,0,0,0,"3,170","1,215","4,060","1,136",0,0,0,0,"11,460","6,206",
1991,LMT,0,"5,487","2,759","5,224",0,0,0,0,0,"2,663","19,324","7,136",0,0,0,0,"12,816","24,098",
1991,LNK,"6,642","8,275","34,484","6,883",0,0,0,0,924,"1,217","1,147","1,433",0,0,0,0,"24,189","7,436",
1991,LNS,0,"9,293","13,707",916,0,0,0,0,0,"5,234","74,639","2,536",0,0,0,0,"48,736","7,803",
1991,LOU,0,"1,768","15,906",117,0,0,0,0,0,"1,195","41,018",158,0,0,0,0,"78,192",76,
1991,LRD,"1,178","10,274","12,387","3,114",0,0,0,0,280,"1,929","15,110","2,521",0,0,0,0,"5,796","5,190",
1991,LSE,"2,075","7,831","6,681",201,0,0,0,0,320,"2,184","18,144",818,0,0,0,0,"22,878","1,025",
1991,LUK,0,"2,870","31,058",308,0,0,0,0,0,138,"37,644",745,0,0,0,0,"69,258",599,
1991,LVK,0,35,"12,644",48,0,0,0,0,0,669,"83,532",413,0,0,0,0,"136,538",197,
1991,LWB,17,"2,378","6,699",21,0,0,0,0,72,490,"6,674",150,0,0,0,0,"3,850",199,
1991,LWM,0,76,"6,296",2,0,0,0,0,1,226,"39,926",79,0,0,0,0,"73,781",80,
1991,LWS,6,"14,085","2,255",201,0,0,0,0,48,"1,713","21,003",343,0,0,0,0,"21,877","1,979",
1991,LYH,0,"13,282","7,987",248,0,0,0,0,8,"1,166","23,413",916,0,0,0,0,"19,457",808,
1991,MAF,"13,477","4,018","29,833","6,025",0,0,0,0,"1,379",672,"1,265",276,0,0,0,0,"17,310","16,484",
1991,MBS,"6,200","5,451","19,571",369,0,0,0,0,812,"1,040","1,992",427,0,0,0,0,"11,103","1,212",
1991,MCI,"104,880","37,830","14,290",490,0,0,0,0,"6,142","2,135","1,534",510,0,0,0,0,"1,236",645,
1991,MCN,91,"4,560","25,273","1,110",0,0,0,0,143,326,"1,162",524,0,0,0,0,"16,540",890,
1991,MCO,"178,645","56,100","21,580","2,382",0,0,0,0,"8,092","3,294","2,016",646,0,0,0,0,0,0,
1991,MDH,0,4,"3,097",8,0,0,0,0,1,42,"30,386",209,0,0,0,0,"61,236",26,
1991,MDT,"18,252","32,615","13,236","2,821",0,0,0,0,"1,212","3,154","6,122","1,376",0,0,0,0,"15,261","5,171",
1991,MDW,"103,549","87,348","68,635","1,297",0,"1,616","16,457",258,"5,703","3,278","4,641",735,0,0,0,0,836,125,
1991,MEI,0,"7,016","5,553","8,923",0,0,0,0,4,818,"8,017","5,770",0,0,0,0,"8,048","13,304",
1991,MEM,"161,987","86,628","56,598","5,219",0,0,0,0,"6,053","3,838","3,425","1,005",0,0,0,0,953,166,
1991,MFD,0,63,"11,504","2,905",0,0,0,0,2,156,"9,150",467,0,0,0,0,"24,431","8,439",
1991,MFE,"5,257","3,675","8,650",812,0,0,0,0,747,"1,117","23,914",331,0,0,0,0,"9,648",748,
1991,MFR,"2,469","14,474","7,966",57,0,0,0,0,231,"2,829","29,394",242,0,0,0,0,"30,481",450,
1991,MGM,"4,880","14,817","27,389","9,681",0,0,0,0,638,"1,392","4,999","5,793",0,0,0,0,"8,497","6,293",
1991,MGW,0,"6,466","6,178",448,0,0,0,0,0,"4,229","17,928","1,968",0,0,0,0,"22,765","2,428",
1991,MHT,"12,217","25,797","18,561",211,0,0,0,0,"1,084","5,625","25,328",274,0,0,0,0,"35,109",254,
1991,MIA,"270,375","117,871","66,285","4,726",0,0,0,0,"7,602","3,044","4,583",799,0,0,0,0,0,0,
1991,MIC,0,98,"7,811",18,0,0,0,0,0,"8,112","56,593",424,0,0,0,0,"99,611",465,
1991,MIE,2,"1,162","7,538",247,0,0,0,0,9,335,"28,411",292,0,0,0,0,"12,460","2,112",
1991,MKC,0,"5,465","38,746",288,0,0,0,0,0,"1,602","51,812",593,0,0,0,0,"53,677",44,
1991,MKE,"70,392","51,791","45,493","4,608",0,0,0,0,"4,638","3,671","3,644",877,0,0,0,0,"18,487",464,
1991,MKG,0,"8,343","37,734",906,0,0,0,0,0,"1,654",806,"1,324",0,0,0,0,"30,656","2,640",
1991,MKK,16,"9,817",400,196,0,0,0,0,108,"25,487","5,932","1,488",0,0,0,0,"4,035",419,
1991,MLB,"8,911","8,715","37,301",34,0,0,0,0,"1,067","1,700","82,037",217,0,0,0,0,"90,043",76,
1991,MLI,"7,349","15,469","24,836","1,322",0,0,0,0,"2,958","6,427","6,587",949,0,0,0,0,"17,188","2,592",
1991,MLU,"4,370","9,716","34,008",826,0,0,0,0,677,"1,220",450,252,0,0,0,0,"33,171","2,700",
1991,MMU,0,97,"19,667",610,0,0,0,0,14,393,"118,893","1,324",0,0,0,0,"80,118",882,
1991,MOB,"15,687","6,972","22,085","15,253",0,0,0,0,"1,900",767,"1,319","1,401",0,0,0,0,"8,424","15,495",
1991,MOD,0,"5,709","8,215",87,0,0,0,0,0,"8,368","38,062",380,0,0,0,0,"29,598",156,
1991,MOT,"2,256","2,587","2,847",131,0,0,0,0,345,"1,060","9,484",47,0,0,0,0,"19,667","2,158",
1991,MQY,0,67,"1,959",327,0,0,0,0,0,267,"7,323","1,598",0,0,0,0,"14,138","2,584",
1991,MRI,0,326,"1,726",0,0,0,0,0,0,"12,292","80,507",20,0,0,0,0,"156,921",25,
1991,MRY,"3,124","27,652","51,522","1,849",0,0,0,0,397,"2,004","4,483",730,0,0,0,0,"15,375","1,599",
1991,MSN,"12,333","14,784","48,160","5,912",0,0,0,0,"1,386","1,634","3,314","1,686",0,0,0,0,"41,490","3,393",
1991,MSO,"4,692","10,217","3,245",30,0,0,0,0,416,"2,773","21,064",229,0,0,0,0,"19,304",199,
1991,MSP,"221,999","74,867","53,420","1,771",0,0,0,0,"8,899","3,520","16,794",739,0,0,0,0,"3,407",60,
1991,MSY,"91,435","23,203","26,694","3,153",0,0,0,0,647,924,"1,238",496,0,0,0,0,0,0,
1991,MVY,0,"6,838","7,372",67,0,0,0,0,3,"10,284","27,491",227,0,0,0,0,"10,472",623,
1991,MWA,1,"3,302","3,604",21,0,0,0,0,2,750,"10,391",195,0,0,0,0,"28,318",467,
1991,MWC,0,0,"9,873",0,0,0,0,0,0,35,"41,735",120,0,0,0,0,"60,925",36,
1991,MWH,"7,983","3,102","4,811","1,994",0,0,0,0,521,664,"19,644",255,0,0,0,0,"107,282","8,577",
1991,MYF,0,"2,312","33,317",18,0,0,0,0,0,"5,689","98,081",130,0,0,0,0,"114,907",50,
1991,NEW,0,408,"27,060","2,929",0,0,0,0,0,"2,606","66,208","5,659",0,0,0,0,"103,145","5,653",
1991,OAK,"102,720","42,094","131,788",303,42,243,"34,656","9,289","6,774","7,416","7,743",389,0,0,0,0,"113,487",122,
1991,OGD,3,34,"2,217",21,0,0,0,0,17,194,"33,174",437,0,0,0,0,"50,158",395,
1991,OGG,"49,199","72,022","18,951","2,102",0,0,0,0,"2,469","2,388","1,591","1,156",0,0,0,0,"29,175","1,804",
1991,OJC,0,3,"12,265",6,0,0,0,0,6,46,"41,479",89,0,0,0,0,"63,654",57,
1991,OKC,"52,398","3,581","61,129","14,209",0,0,0,0,"5,229",728,"4,019","3,063",0,0,0,0,"3,057","2,830",
1991,OLM,0,17,"8,379",148,0,0,0,0,0,198,"27,321",514,0,0,0,0,"19,450",237,
1991,OMA,"37,276","23,303","53,585",526,9,441,"2,125",102,"3,092","1,912","3,091",459,0,0,0,0,"41,570","1,195",
1991,ONT,"91,034","25,155","28,700",124,9,230,"23,407",75,"3,019","2,362",493,154,0,0,0,0,"4,961",1,
1991,OPF,0,"1,895","20,254","3,896",0,0,0,0,0,"4,879","62,120","7,892",0,0,0,0,"91,203","5,697",
1991,ORD,"606,165","163,023","16,473","2,085",0,0,0,0,"3,983","3,112","17,953",679,0,0,0,0,0,0,
1991,ORF,"43,598","11,699","52,753","8,976",0,0,0,0,"3,310",793,"6,483","2,151",0,0,0,0,"9,405",48,
1991,ORH,"2,855","5,821","6,653",93,0,0,0,0,325,"1,388","31,148",383,0,0,0,0,"26,390",488,
1991,ORL,0,"6,999","37,689",840,0,0,0,0,0,"9,446","76,477",449,0,0,0,0,"51,965",291,
1991,OSH,"1,045","1,953","5,610",358,0,0,0,0,295,529,"47,878",511,0,0,0,0,"30,560",995,
1991,OSU,0,525,"21,587",161,0,0,0,0,0,322,"41,716",777,0,0,0,0,"72,653",326,
1991,OWB,0,"4,111","7,272",270,0,0,0,0,0,524,"17,925",780,0,0,0,0,"16,024",486,
1991,OWD,0,395,"6,521",4,0,0,0,0,0,"4,911","59,645",514,0,0,0,0,"44,789",2,
1991,OXR,0,"10,423","17,672",162,0,0,0,0,0,"11,781","44,341","1,180",0,0,0,0,"48,328",594,
1991,PAE,"2,030",384,"17,338","1,272",0,0,0,0,"1,278","1,132","50,123","2,460",0,0,0,0,"84,869","2,197",
1991,PAH,0,"9,236","5,185",81,0,0,0,0,0,871,"16,492",474,0,0,0,0,"10,137",92,
1991,PAO,0,0,"5,946",0,0,0,0,0,0,0,"88,772",0,0,0,0,0,"134,292",0,
1991,PBI,"49,475","29,421","102,321","1,162",0,0,0,0,"2,644","1,867","3,662",530,0,0,0,0,"26,041",28,
1991,PDK,0,684,"73,546",106,0,0,0,0,0,336,"75,349",342,0,0,0,0,"83,172",108,
1991,PDT,0,"3,571","1,410",277,0,0,0,0,0,"1,901","14,375",916,0,0,0,0,"6,502","1,310",
1991,PDX,"87,778","96,922","52,257","10,498",0,"1,265","19,264",347,"3,743","3,497","4,327","2,044",0,0,0,0,"2,012","1,222",
1991,PFN,"1,485","7,197","14,991","1,012",0,0,0,0,150,"3,122","25,659","1,281",0,0,0,0,"63,994","4,897",
1991,PHF,"1,880","21,354","11,810","4,324",0,0,0,0,226,"2,213","33,224","6,885",0,0,0,0,"45,626","13,545",
1991,PHL,"193,415","115,858","44,945","2,920",0,0,0,0,"4,898","3,577","4,519","1,374",0,0,0,0,0,0,
1991,PHX,"294,040","68,068","102,017","5,632",0,0,"7,704",252,"8,214","3,132","5,801","1,383",0,0,0,0,"7,704",252,
1991,PIA,"5,947","25,367","27,767","5,627",0,0,0,0,775,"1,788","3,245","1,856",0,0,0,0,"15,762","3,044",
1991,PIE,"2,403",713,"21,662","4,074",0,0,0,0,774,"1,233","39,116","3,920",0,0,0,0,"108,252","15,852",
1991,PIH,22,"9,526","2,926",89,0,0,0,0,401,"4,552","19,399",493,0,0,0,0,"19,217",632,
1991,PIT,"242,885","104,038","17,170","4,111",0,0,0,0,"10,084","4,221","3,364","1,210",0,0,0,0,9,0,
1991,PKB,0,"6,287","6,736",800,0,0,0,0,0,788,"19,570","3,558",0,0,0,0,"23,866","9,402",
1991,PMD,"1,348","5,298","2,196","3,186",0,0,0,0,643,"1,330","3,957",434,0,0,0,0,"9,030","37,789",
1991,PMP,0,3,"7,841",0,0,0,0,0,0,"3,030","49,697",52,0,0,0,0,"147,740",32,
1991,PNE,0,"1,805","13,695",135,0,0,0,0,0,791,"74,120","16,320",0,0,0,0,"80,290",604,
1991,PNS,"14,407","14,122","30,622","15,157",0,0,0,0,"1,524","1,424","3,155","4,165",0,0,0,0,"32,973","10,514",
