Calendar Year,Facility,IFR Itinerant Air Carrier,IFR Itinerant Air Taxi,IFR Itinerant GA,IFR Itinerant Military,IFR Overflight Air Carrier,IFR Overflight Air Taxi,IFR Overflight GA,IFR Overflight Military,VFR Itinerant Air Carrier,VFR Itinerant Air Taxi,VFR Itinerant GA,VFR Itinerant Military,VFR Overflight Air Carrier,VFR Overflight Air Taxi,VFR Overflight GA,VFR Overflight Military,Local Civil,Local Military,
2006,ORL,0,"10,167","40,582",322,0,0,0,0,0,"3,303","54,106",140,0,0,0,0,"55,132",59,
2006,OSH,2,"1,267","4,954",254,0,0,0,0,0,471,"42,763",235,0,0,0,0,"42,076",483,
2006,OSU,0,"3,389","15,901",30,0,0,0,0,9,190,"43,295",300,0,0,0,0,"41,696",70,
2006,OUN,0,354,"6,159",269,0,0,0,0,0,165,"25,763",701,0,0,0,0,"36,651",290,
2006,OWB,0,"3,139","3,321",229,0,0,0,0,0,74,"22,393",308,0,0,0,0,"32,152","1,630",
2006,OWD,0,447,"6,540",2,0,0,0,0,134,358,"32,187",69,0,0,0,0,"44,223",282,
2006,OXC,0,"1,622","5,636",21,0,0,0,0,0,"1,848","25,118",475,0,0,0,0,"20,628",348,
2006,OXR,0,"4,179","14,374",68,0,0,0,0,0,"3,176","30,542","1,005",0,0,0,0,"33,044",4,
2006,PAE,"1,861","1,796","15,518",288,0,0,0,0,291,"1,376","52,650",292,0,0,0,0,"65,045",320,
2006,PAH,2,"5,147","4,953",117,0,0,0,0,0,703,"13,717",735,0,0,0,0,"13,168",208,
2006,PAO,0,74,"6,728",0,0,0,0,0,0,"1,556","60,990",10,0,0,0,0,"103,486",7,
2006,PBI,"60,256","39,863","53,253",853,0,0,0,0,38,275,"35,168",51,0,0,0,0,"2,875",123,
2006,PDK,9,"18,874","74,417",143,0,0,0,0,9,799,"63,802",135,0,0,0,0,"49,794",0,
2006,PDT,10,"4,180",988,164,0,0,0,0,26,"1,901","9,075",756,0,0,0,0,"4,589","1,174",
2006,PDX,"138,625","79,941","16,846","4,496",104,113,370,12,794,"7,779","10,602",304,14,441,"26,151",67,782,217,
2006,PFN,"4,011","10,322","15,765","1,908",0,0,0,0,74,"1,119","16,295",948,0,0,0,0,"30,365","5,646",
2006,PHF,"10,052","17,570","12,298","4,571",0,0,0,0,522,242,"50,483","13,862",0,0,0,0,"79,123","42,634",
2006,PHL,"271,334","217,321","17,698",200,0,0,0,0,7,"1,545","5,918","1,845",0,0,0,0,0,0,
2006,PHX,"411,851","79,700","18,904","2,319",216,185,123,12,77,"7,652","13,056",492,228,"24,466","22,145","1,210","12,347",112,
2006,PIA,"3,466","13,808","10,854","2,822",0,0,0,0,11,262,"7,315","3,277",0,0,0,0,"7,304","2,910",
2006,PIE,"6,615","3,338","26,798","2,454",45,17,657,6,12,"3,671","69,933","8,483",0,0,"9,680",0,"76,753","5,904",
2006,PIH,43,"9,954","2,094",78,0,0,0,0,178,"4,614","12,876",208,0,0,0,0,"14,109",334,
2006,PIT,"89,088","122,764","14,934","5,565",0,0,0,0,135,438,"1,210",404,0,0,0,0,14,712,
2006,PKB,10,"3,649","4,777","1,072",0,0,0,0,0,26,"12,529","2,542",0,0,0,0,"9,895","6,753",
2006,PMD,58,277,"4,436","3,696",0,0,0,0,67,175,"8,905","4,111",0,0,0,0,"4,509","10,845",
2006,PMP,0,128,"7,331",2,0,0,0,0,0,39,"30,477",7,0,0,0,0,"63,696",6,
2006,PNE,0,"7,261","14,021",0,0,0,0,0,0,193,"52,640",0,0,0,0,0,"30,050",0,
2006,PNS,"10,275","27,773","14,524","9,347",0,15,4,6,2,593,"14,575","2,279",0,"3,733",484,"1,065","28,714","3,519",
2006,POC,4,33,"6,677",4,0,0,0,0,0,165,"44,484",141,0,0,0,0,"51,672",185,
2006,POU,0,616,"5,380",71,0,0,0,0,0,4,"38,937",123,0,0,0,0,"69,565",200,
2006,PRC,0,"3,839","3,980",130,0,0,0,0,0,"2,131","74,839",147,0,0,0,0,"149,252",40,
2006,PSC,"5,446","14,420","6,698",572,0,0,0,0,153,"1,475","13,522",306,0,0,0,0,"17,137","1,420",
2006,PSP,"10,231","24,010","12,930",490,0,0,0,0,18,842,"30,493",568,0,0,0,0,"14,246",250,
2006,PTK,"1,735","13,315","39,597",61,0,0,0,0,88,"1,572","49,462",139,0,0,0,0,"97,559",0,
2006,PUB,192,"4,082","13,715","5,873",0,0,0,0,12,"1,014","15,413","1,446",0,0,0,0,"46,286","21,282",
2006,PVD,"48,544","28,892","10,848",169,0,0,0,0,151,"3,805","12,406",59,0,0,0,0,"3,097",12,
2006,PVU,48,709,"2,936",20,0,0,0,0,4,"1,302","56,735",209,0,0,0,0,"97,197",633,
2006,PWA,0,"2,228","18,676","1,072",0,0,0,0,0,"1,935","37,491",70,0,0,0,0,"17,993",538,
2006,PWK,0,"12,038","32,057",25,0,0,0,0,0,88,"43,240",17,0,0,0,0,"25,396",14,
2006,PWM,"9,887","28,782","10,591","1,164",0,0,0,0,1,764,"12,814",294,0,0,0,0,"12,975",150,
2006,RAL,0,250,"5,435",24,0,0,0,0,0,289,"36,512",72,0,0,0,0,"41,376",23,
2006,RAP,"2,252","12,198","8,358",762,0,0,0,0,174,464,"11,582","2,232",0,0,0,0,"8,318","1,478",
2006,RBD,0,32,"4,418",85,0,0,0,0,0,7,"27,608",36,0,0,0,0,"102,259",182,
2006,RDD,"2,263","5,877","3,991",267,0,0,0,0,18,"6,230","33,829",514,0,0,0,0,"24,219",346,
2006,RDG,44,"5,090","14,799",717,0,0,0,0,2,"1,476","35,601",731,0,0,0,0,"64,671","3,428",
2006,RDM,779,"14,847","2,791",126,0,0,0,0,"1,028","1,989","20,569",265,0,0,0,0,"30,484",330,
2006,RDU,"76,913","102,677","38,360","1,334",0,0,0,0,4,"1,824","20,519","2,900",0,0,0,0,204,305,
2006,RFD,"13,977","4,429","19,336",987,0,0,0,0,113,479,"20,793",409,0,0,0,0,"16,035","2,396",
2006,RHV,0,0,"2,838",0,0,0,0,0,406,225,"54,921",10,0,0,0,0,"105,825",512,
2006,RIC,"25,987","61,768","21,679","5,911",25,351,542,51,61,120,83,6,15,"5,115","9,641",288,"1,805","3,839",
2006,RNM,0,119,"1,430",13,0,0,0,0,73,86,"38,019",376,0,0,0,0,"113,771","1,233",
2006,RNO,"51,408","18,713","19,588","1,166",0,0,0,0,109,"19,454","31,663","3,404",0,0,0,0,"11,684",336,
2006,RNT,355,376,"3,656",3,0,0,0,0,1,908,"31,095",69,0,0,0,0,"47,298",0,
2006,ROA,"2,693","27,151","12,044",504,0,0,0,0,5,"1,673","11,003",205,0,0,0,0,"24,580",238,
2006,ROC,"28,287","44,019","14,061",317,0,0,0,0,4,"2,530","11,701","1,278",0,0,0,0,"33,999","1,941",
2006,ROG,0,982,"11,768",3,0,0,0,0,1,512,"8,086",13,0,0,0,0,"3,577",2,
2006,ROW,180,"7,384","5,926","12,801",0,0,0,0,38,"1,206","14,072","2,558",0,0,0,0,"7,408","15,695",
2006,RST,"3,190","13,163","11,497","1,428",0,0,0,0,10,126,"11,575",162,0,0,0,0,"14,750","3,844",
2006,RSW,"67,401","10,098","8,197",622,0,0,0,0,155,"1,144","2,811",125,0,0,0,0,287,114,
2006,RVS,4,448,"18,648",33,0,0,0,0,0,708,"88,589",512,0,0,0,0,"124,386","1,596",
2006,RYN,0,0,927,28,0,0,0,0,92,2,"59,848","1,906",0,0,0,0,"138,329","1,438",
2006,RYY,0,"3,992","18,301",102,0,0,0,0,14,"1,080","38,250",423,0,0,0,0,"31,898",217,
2006,SAC,0,798,"15,476",28,0,0,0,0,0,"2,134","77,294",380,0,0,0,0,"15,070",44,
2006,SAF,1,"5,016","9,116",586,0,0,0,0,0,"1,267","23,022","1,762",0,0,0,0,"32,886","2,760",
2006,SAN,"155,826","50,265","13,596",382,2,118,859,177,509,620,"3,983",603,0,335,"14,246","8,678","3,602","1,412",
2006,SAT,"102,397","16,598","40,823","3,033",0,0,0,0,19,"2,612","41,979","1,239",0,0,0,0,"5,883",620,
2006,SAV,"16,319","22,842","25,823","5,480",0,0,0,0,30,537,"15,334",837,0,0,0,0,"13,971","1,556",
2006,SAW,2,"11,600","1,106",288,0,0,0,0,0,172,"7,759",199,0,0,0,0,"7,594","1,016",
2006,SBA,"3,446","31,602","20,908",336,0,0,0,0,119,"2,578","33,968",509,0,0,0,0,"38,482",41,
2006,SBN,"2,841","22,415","13,478",62,0,0,0,0,0,429,"9,337",21,0,0,0,0,"10,374",14,
2006,SBP,0,"13,891","8,515",142,0,0,0,0,0,"1,947","34,566",230,0,0,0,0,"32,890",104,
2006,SBY,0,"7,174","3,881",352,0,0,0,0,0,713,"19,077","1,558",0,0,0,0,"15,015","4,514",
2006,SCK,518,"1,182","20,067","1,232",0,0,0,0,3,117,"34,947","1,043",0,0,0,0,"18,201","1,019",
2006,SDF,"85,706","65,519","14,298","6,249",0,0,0,0,964,957,"4,901",955,0,0,0,0,8,0,
2006,SDL,0,"11,005","34,053",105,0,0,0,0,0,"1,384","86,313",93,0,0,0,0,"63,166",179,
2006,SDM,45,"2,740","10,540",209,0,0,0,0,0,620,"22,641","3,692",0,0,0,0,"91,203","3,795",
2006,SEA,"249,168","80,596","3,560",94,"1,791","7,281","8,507",127,"4,339","1,551",115,1,15,379,"4,854",107,621,13,
2006,SEE,0,1,"13,048",0,0,0,0,0,0,341,"99,085",2,0,0,0,0,"165,905",6,
2006,SFB,"9,653","1,176","48,054",166,0,0,0,0,24,0,"81,660",4,0,0,0,0,"178,080",43,
2006,SFF,0,"2,239","3,457",21,0,0,0,0,0,"4,268","26,702",124,0,0,0,0,"32,024",118,
2006,SFO,"248,297","89,633","16,187",311,0,0,0,0,0,217,"2,267","2,290",0,0,"12,064",44,213,0,
2006,SGF,"4,676","26,323","16,570","2,491",0,0,0,0,173,"1,254","11,973","1,288",0,0,0,0,"10,358","2,958",
2006,SGJ,6,"4,367","12,726",836,0,0,0,0,3,"2,901","44,117","1,879",0,0,0,0,"41,905","3,092",
2006,SGR,2,"2,386","15,257",59,0,0,0,0,0,"2,213","26,403",40,0,0,0,0,"42,495",32,
2006,SHV,"3,873","23,199","12,688","2,681",0,0,0,0,2,784,"6,311",602,0,0,0,0,"3,021","1,803",
2006,SIG,0,20,"5,644",58,0,0,0,0,41,"14,667","48,921",884,0,0,0,0,"59,452",54,
2006,SJC,"125,179","26,362","21,935",67,0,0,"4,501",0,0,227,"18,948",44,0,93,"26,871",0,"18,230",58,
2006,SJT,956,"6,016","4,995","3,744",0,0,0,0,0,659,"12,546",187,0,0,0,0,"14,854","28,817",
2006,SJU,"108,689","23,326","11,873","1,573",0,115,54,0,262,"33,844","16,000",281,20,"9,427","12,753",284,0,0,
2006,SLC,"165,025","175,166","21,730","1,679",615,634,225,42,10,"11,036","42,406",240,0,"7,196","11,044",255,"2,188",8,
2006,SLE,2,939,"5,302",662,0,0,0,0,0,"1,258","25,906","2,390",0,0,0,0,"35,397","2,590",
2006,SLN,28,"4,892","11,277",985,0,0,0,0,3,743,"23,941",734,0,0,0,0,"36,120","2,660",
2006,SMF,"116,174","21,314","12,681","1,198",0,0,0,0,"2,592",0,"6,974",24,0,0,0,0,"12,430","1,774",
2006,SMO,0,"12,258","25,556",15,0,0,0,0,0,"1,553","51,861",474,0,0,0,0,"45,937",2,
2006,SMX,161,"6,352","6,003",204,0,0,0,0,95,"5,603","20,407",240,0,0,0,0,"23,827",688,
2006,SNA,"89,039","26,859","52,392",46,678,103,231,23,0,1,"81,039",68,1,1,"20,851",320,"113,352",0,
2006,SNS,0,337,"7,566",36,0,0,0,0,0,"1,337","31,077",121,0,0,0,0,"31,558",65,
2006,SPG,0,21,"4,229",5,0,0,0,0,0,"2,973","31,947","1,392",0,0,0,0,"37,374","1,278",
2006,SPI,36,"6,383","13,362","2,606",0,0,0,0,0,700,"11,113",395,0,0,0,0,"12,509","2,625",
2006,SQL,0,957,"3,509",0,0,0,0,0,6,"2,134","64,876",14,0,0,0,0,"69,012",5,
2006,SRQ,"15,777","10,358","28,806","1,373",0,0,11,0,60,720,"63,298",506,4,0,827,0,"41,170",815,
2006,SSF,0,36,"3,920","6,095",0,0,0,0,0,5,"40,988",174,0,0,0,0,"72,689",488,
2006,STC,5,"3,135","4,208",33,0,0,0,0,0,817,"21,812",149,0,0,0,0,"23,742",316,
2006,STJ,13,103,"4,345","3,194",0,0,0,0,6,437,"10,782","2,261",0,0,0,0,"8,760","4,813",
2006,STL,"136,130","108,343","10,666","17,713",1,79,"6,652",0,1,906,"6,864",489,0,0,"4,131",0,717,24,
2006,STP,0,"10,073","35,323",925,0,0,0,0,0,"2,044","32,732","3,989",0,0,0,0,"44,794","5,276",
2006,STS,6,"2,732","8,909",73,0,0,0,0,0,"3,065","59,333",285,0,0,0,0,"48,494",4,
2006,STT,"12,175","8,018","4,881",369,0,0,0,0,6,"32,639","15,423",644,0,0,0,0,"5,212",43,
2006,STX,"6,332","3,843","2,819",657,0,0,0,0,0,"20,615","9,769",490,0,0,0,0,"4,878",290,
2006,SUA,0,"4,592","13,372",37,0,0,0,0,0,"1,789","40,324",485,0,0,0,0,"22,926",296,
2006,SUN,"1,164","11,930","8,969",2,0,0,0,0,2,"2,328","14,713",33,0,0,0,0,"3,834",0,
2006,SUS,97,"9,999","38,098",532,0,0,0,0,50,"2,487","42,533",240,0,0,0,0,"48,714",389,
2006,SUX,34,"4,050","9,684","3,912",0,0,0,0,13,67,"5,049",278,0,0,0,0,"2,796","1,563",
2006,SWF,"2,837","11,048","8,069","2,182",0,0,0,0,11,"3,331","23,398","2,038",0,0,0,0,"26,830","3,358",
2006,SWO,13,332,"2,318",620,0,0,0,0,0,354,"29,251",361,0,0,0,0,"35,871",702,
2006,SYR,"19,404","41,702","13,352","5,770",0,0,0,0,1,999,"16,967",455,0,0,0,0,"9,626","7,937",
2006,TCL,126,"1,828","8,538","3,617",0,0,0,0,0,335,"13,483","5,900",0,0,0,0,"22,267","2,144",
2006,TEB,8,"71,747","98,132",129,0,0,10,0,0,"3,590","26,964",45,0,0,0,0,16,12,
2006,TIW,0,424,"8,258",21,0,0,0,0,122,642,"31,575",361,0,0,0,0,"27,129",46,
2006,TIX,2,160,"5,966",35,0,0,0,0,0,609,"57,591",519,0,0,0,0,"120,410",578,
2006,TKI,0,418,"6,646",19,0,0,0,0,0,160,"27,191",38,0,0,0,0,"71,715",24,
2006,TLH,"4,693","28,176","21,249","11,153",0,0,0,0,156,"1,444","16,828","1,590",0,0,0,0,"13,611","3,361",
2006,TMB,23,"1,675","22,477",97,0,0,0,0,0,"1,143","80,528",32,0,0,0,0,"101,859",256,
2006,TOA,0,229,"9,711",104,0,0,0,0,2,189,"70,320",168,0,0,0,0,"74,018",10,
2006,TOL,"9,766","18,351","16,219","2,178",0,0,0,0,33,873,"7,327",182,0,0,0,0,"8,656","1,466",
2006,TOP,0,187,"3,879",38,0,0,0,0,0,"1,257","34,422","1,512",0,0,0,0,"28,373","1,654",
2006,TPA,"161,611","53,946","26,002",390,0,0,0,0,79,"1,136","13,573",200,0,0,0,0,256,0,
2006,TRI,"4,150","15,063","13,853",323,0,0,0,0,19,486,"14,589",230,0,0,0,0,"20,787",82,
2006,TTD,0,280,"1,081",7,0,0,0,0,4,"4,215","30,078",580,0,0,0,0,"38,354",224,
2006,TTN,10,"6,061","14,088",339,0,0,0,0,5,359,"44,166","3,185",0,0,0,0,"26,790",550,
2006,TUL,"34,310","31,703","20,842","8,039",0,0,0,0,45,894,"16,155","1,298",0,0,0,0,"13,372","12,318",
2006,TUP,26,"5,856","5,439","2,339",0,0,0,0,0,"1,172","21,512","2,301",0,0,0,0,"20,634","5,999",
2006,TUS,"44,585","17,712","21,297","14,487",16,270,943,169,28,"9,391","45,701","10,251",57,"9,758","8,176","2,995","92,664","14,357",
2006,TVC,"7,348","9,754","11,464","1,267",0,0,0,0,76,"1,954","18,847","2,971",0,0,0,0,"29,654","8,347",
2006,TWF,231,"9,998","3,108",566,0,0,0,0,75,"1,132","13,333",543,0,0,0,0,"6,470","1,650",
2006,TXK,0,"3,531","5,710","1,903",0,0,0,0,0,"1,128","8,209",656,0,0,0,0,"7,595","3,704",
2006,TYR,0,"8,769","7,057",136,0,0,0,0,0,414,"18,623",234,0,0,0,0,"18,682",248,
2006,TYS,"7,235","50,978","30,637","10,578",0,0,0,0,15,555,"12,037","3,346",0,0,0,0,"9,800","5,782",
2006,TZR,0,61,"3,786",36,0,0,0,0,0,454,"22,879",554,0,0,0,0,"23,222",143,
2006,UCA,63,"2,905","4,072",534,0,0,0,0,11,100,"20,092",456,0,0,0,0,"36,348","1,148",
2006,UES,0,"1,649","9,715",34,0,0,0,0,0,4,"27,236",132,0,0,0,0,"20,900",62,
2006,UGN,0,"3,256","13,162",379,0,0,0,0,5,121,"20,155",365,0,0,0,0,"30,864",633,
2006,VBG,6,85,26,"1,142",0,0,0,0,93,"5,891",227,"1,659",0,0,0,0,24,"5,393",
2006,VCV,953,52,"1,681",822,0,0,0,0,78,"4,393","23,168","2,867",0,0,0,0,"10,471","15,664",
2006,VGT,0,"6,329","12,679",111,0,0,0,0,0,"25,961","69,607",279,0,0,0,0,"113,815",4,
2006,VLD,684,"1,977","9,687","7,364",0,0,0,0,0,97,"12,450","2,103",0,0,0,0,"17,667","21,648",
2006,VNY,0,"15,205","49,419",134,0,0,0,0,0,952,"217,105",184,0,0,0,0,"111,502",414,
2006,VQQ,411,119,"3,788","2,509",0,0,0,0,86,493,"16,018","10,262",0,0,0,0,"15,839","26,372",
2006,VRB,0,"4,031","19,791",65,0,0,0,0,0,54,"53,529",43,0,0,0,0,"59,288",37,
2006,WDG,0,"1,061","2,066","3,507",0,0,0,0,0,29,"7,802","3,705",0,0,0,0,"8,690","1,326",
2006,WHP,0,0,"1,660",0,0,0,0,0,0,26,"51,430",214,0,0,0,0,"51,940",4,
2006,WJF,2,381,"1,912",156,0,0,0,0,0,"1,422","30,322",419,0,0,0,0,"31,150",934,
2006,XNA,"7,160","23,689","4,096","3,707",0,0,0,0,24,"1,072","4,051",418,0,0,0,0,465,"8,689",
2006,YIP,"3,581","15,750","17,199",50,0,0,0,0,0,37,"15,127",22,0,0,0,0,"30,377",41,
2006,YKM,74,"8,349","5,289",678,0,0,0,0,0,"1,466","11,463",369,0,0,0,0,"16,831",963,
2006,YNG,39,293,"11,912","7,491",0,0,0,0,0,19,"12,307","8,250",0,0,0,0,"20,079","16,740",
2007,ABE,"16,622","13,055","20,334",798,0,0,0,0,46,677,"23,837",135,0,0,0,0,"44,589",472,
2007,ABI,354,"12,473","10,195","8,105",0,0,0,0,0,"1,657","12,487",657,0,0,0,0,"19,253","15,302",
2007,ABQ,"77,102","35,031","16,615","7,225",0,0,0,0,82,"10,178","24,361","11,731",0,0,0,0,"3,740","4,715",
2007,ABY,116,"6,182","5,076","1,236",0,0,0,0,0,366,"9,630",799,0,0,0,0,"7,262","5,269",
2007,ACK,356,"35,928","11,393",83,0,0,0,0,995,"81,376","19,840",140,0,0,0,0,345,89,
2007,ACT,162,"8,124","9,666","1,612",0,0,0,0,13,"1,490","9,442",590,0,0,0,0,"3,891",884,
2007,ACY,"13,492","7,287","15,282","11,773",0,0,0,0,694,"1,667","9,936","4,569",0,0,0,0,"18,574","26,286",
2007,ADM,0,2,"1,597",345,0,0,0,0,1,6,"8,919",845,0,0,0,0,"15,012","3,446",
2007,ADQ,"1,398","4,386",251,"1,109",0,0,0,0,35,"14,341",893,"1,008",0,0,0,0,"1,087","10,745",
2007,ADS,153,"15,143","36,118",39,0,0,0,0,3,"1,602","64,616",19,0,0,0,0,"18,368",67,
2007,ADW,183,78,"1,057","31,000",31,102,155,155,9,1,"3,693","8,447",0,45,"7,942","1,648","7,619","49,534",
2007,AEX,"1,693","10,577","4,970","4,170",0,0,0,0,16,234,166,162,0,0,0,0,"22,557","5,580",
2007,AFW,"7,680","3,974","8,862","5,900",0,0,0,0,36,"1,108","21,752",991,0,0,0,0,"31,287","5,222",
2007,AGC,1,"10,114","19,549",166,0,0,0,0,9,"11,680","20,098",384,0,0,0,0,"19,493",326,
2007,AGS,"2,442","8,076","11,259","1,714",0,0,0,0,2,10,977,146,0,0,0,0,"3,408","1,595",
2007,AHN,78,"1,293","9,964",664,0,0,0,0,1,375,"16,889",774,0,0,0,0,"19,478",851,
2007,AKN,"1,221","6,260",670,215,0,0,0,0,52,"20,049","6,500",149,0,0,0,0,437,933,
2007,ALB,"26,218","38,302","8,592","1,034",0,0,0,0,7,"1,524","14,399","2,099",0,0,0,0,"5,960","1,012",
2007,ALN,0,412,"8,783",272,0,0,0,0,4,"1,178","20,299",233,0,0,0,0,"44,293","1,068",
2007,ALO,337,"3,283","7,924",593,0,0,0,0,1,6,"7,236","1,348",0,0,0,0,"6,218",853,
2007,ALW,2,"2,285","2,096",19,0,0,0,0,0,564,"11,177",69,0,0,0,0,"15,541",16,
2007,AMA,"8,380","11,744","11,651","13,909",0,0,0,0,5,235,"8,681","5,913",0,0,0,0,"4,941","18,580",
2007,ANC,"128,911","62,636","9,426","1,829",228,173,621,"3,096",492,"23,726","64,315","3,014",0,"1,121","4,790",189,"5,512",56,
2007,ANE,0,"2,460","9,813",4,0,0,0,0,0,302,"33,318",196,0,0,0,0,"34,134",290,
2007,APA,0,"31,959","46,280","1,024",0,0,0,0,0,"20,092","90,830","1,362",0,0,0,0,"144,078","1,426",
2007,APC,0,"3,796","10,411",32,0,0,0,0,0,564,"52,943",183,0,0,0,0,"53,895",146,
2007,APF,0,"11,266","31,496",24,0,0,0,0,0,372,"54,921",22,0,0,0,0,"30,335",10,
2007,ARA,113,"1,339","3,669","4,108",0,0,0,0,7,"16,138","20,855","1,896",0,0,0,0,"93,940","3,109",
2007,ARB,0,173,"3,818",10,0,0,0,0,0,"1,703","21,665",233,0,0,0,0,"45,251",0,
2007,ARR,0,682,"7,828",94,0,0,0,0,0,22,"25,033",161,0,0,0,0,"30,505",408,
2007,ASE,"6,370","12,577","15,676",8,0,0,0,0,10,209,"6,675",38,0,0,0,0,"1,162",19,
2007,ASG,0,"1,830","4,717",2,0,0,0,0,0,"1,665","10,876",15,0,0,0,0,"8,310",2,
2007,ASH,0,218,"8,304",19,0,0,0,0,4,94,"37,371",28,0,0,0,0,"51,141",172,
2007,ATL,"722,166","251,180","6,881",685,191,58,24,1,295,"6,042","4,229",139,1,308,"1,295",65,10,0,
2007,ATW,"1,313","19,486","7,256",19,0,0,0,0,1,5,"11,951",88,0,0,0,0,"5,441",46,
2007,AUS,"102,543","29,474","38,892","3,768",0,0,0,0,33,625,"30,980",704,0,0,0,0,"4,180","1,050",
2007,AVL,"1,791","19,034","22,311","1,834",0,0,0,0,16,221,"16,400",549,0,0,0,0,"18,130","1,388",
2007,AVP,"8,349","11,306","9,041",459,0,0,0,0,7,830,"14,091",175,0,0,0,0,"29,193",400,
2007,AZO,"1,117","12,262","9,987",39,0,0,0,0,47,"1,075","14,943",66,0,0,0,0,"22,593",2,
2007,BAF,2,516,"3,784",788,0,0,0,0,0,20,"21,088","2,788",0,0,0,0,"31,203","2,921",
2007,BAK,73,361,"4,939",199,0,0,0,0,2,93,"19,841","1,908",0,0,0,0,"8,584","1,408",
2007,BCT,0,"8,116","17,028",1,0,0,0,0,0,659,"27,755",48,0,0,0,0,"40,755",325,
2007,BDL,"61,702","44,990","13,707","2,039",30,129,573,95,0,411,"5,760","1,761",1,112,"3,664",70,"9,675","1,268",
2007,BDR,0,"2,479","7,433",95,0,0,0,0,26,670,"31,561",736,0,0,0,0,"41,070",648,
2007,BED,447,"20,936","35,405",650,0,0,0,0,1,"6,296","45,043",717,0,0,0,0,"56,487",297,
2007,BET,"2,949","7,900",352,84,0,0,0,0,408,"77,929","7,465",178,0,0,0,0,"3,019",91,
2007,BFI,"10,398","33,188","33,964",785,0,0,0,0,264,"31,049","92,558",947,0,0,0,0,"96,342",689,
2007,BFL,"1,451","17,707","13,892",282,0,0,0,0,37,"15,072","29,807",283,0,0,0,0,"50,688",315,
2007,BFM,"2,810","4,670","7,718","6,307",0,0,0,0,105,"1,878","15,692","9,337",0,0,0,0,"12,310","28,818",
2007,BGM,1,"9,957","4,798",596,0,0,0,0,0,66,"3,871",78,0,0,0,0,"4,387",838,
2007,BGR,"4,105","17,407","9,467","7,700",0,0,0,0,"8,900",753,"6,132","1,942",0,0,0,0,"9,031","10,623",
2007,BHM,"34,416","39,559","43,228","2,583",0,0,0,0,97,670,"13,809","1,223",0,0,0,0,"2,753",299,
2007,BIL,"12,828","29,428","13,375",266,0,0,0,0,45,"4,840","19,007",140,0,0,0,0,"18,020",249,
2007,BIS,"2,821","7,761","9,301",925,0,0,0,0,12,"1,476","10,792","2,040",0,0,0,0,"11,675","1,754",
2007,BJC,1,"4,884","20,780",171,0,0,0,0,0,231,"51,621",148,0,0,0,0,"86,556",210,
2007,BKL,124,"9,776","12,431",209,0,0,0,0,3,"11,226","17,132",319,0,0,0,0,"16,704",215,
2007,BLI,"4,626","4,844","5,486",183,0,0,0,0,12,"12,936","28,841",615,0,0,0,0,"16,305",426,
2007,BMG,27,669,"7,960",99,0,0,0,0,0,20,"12,475",121,0,0,0,0,"11,059",143,
2007,BMI,"2,735","9,335","6,859",56,0,0,0,0,13,28,"8,652",92,0,0,0,0,"9,294",176,
2007,BNA,"101,167","64,192","32,356","2,540",0,0,0,0,78,"1,106","9,461",793,0,0,0,0,483,28,
2007,BOI,"43,103","24,511","22,068","3,836",0,0,0,0,143,"6,619","41,777","5,217",0,0,0,0,"31,419","3,252",
2007,BOS,"201,251","156,508","14,218",157,17,144,352,10,"4,369","19,033","6,920",328,0,83,"2,831",57,36,1,
2007,BPT,70,"4,006","9,329","3,309",0,0,0,0,0,837,"8,497",240,0,0,0,0,"10,130",30,
2007,BQN,"3,222",0,614,195,0,0,0,0,284,5,"5,859","1,340",0,0,0,0,"5,121","4,264",
2007,BRO,164,"5,369","6,884","5,137",0,0,0,0,0,23,"6,968",67,0,0,0,0,"8,462","9,885",
2007,BTL,33,715,"14,487","1,071",0,0,0,0,2,74,"31,892","1,667",0,0,0,0,"54,733",492,
2007,BTR,"4,626","26,145","27,236","1,316",0,0,0,0,23,160,"17,213",689,0,0,0,0,"11,443",557,
2007,BTV,"9,706","28,591","9,489","3,352",0,0,0,0,42,889,"13,725","1,639",0,0,0,0,"21,933","4,682",
2007,BUF,"44,612","46,316","11,775",539,0,0,0,0,50,"2,296","6,769",205,0,0,0,0,"21,361","1,532",
2007,BUR,"59,861","27,244","17,346",121,0,0,"5,810",0,217,"2,278","57,755",281,0,212,"53,732",148,"5,060",8,
2007,BVY,0,909,"3,479",26,0,0,0,0,2,312,"29,185",319,0,0,0,0,"33,397",40,
2007,BWI,"209,123","55,561","20,118",549,113,67,"1,131",24,59,50,"7,872",65,1,12,"14,383",677,"3,216",26,
2007,BZN,"8,436","10,241","6,513",126,0,0,0,0,32,172,"25,198",200,0,0,0,0,"29,081",242,
2007,CAE,"9,119","45,578","15,899","1,683",0,0,0,0,46,"1,031","10,456",378,0,0,0,0,"11,731","1,624",
2007,CAK,"21,668","9,963","34,498",717,0,0,0,0,137,747,"12,031","1,104",0,0,0,0,"23,841",719,
2007,CCR,0,"1,149","7,779",5,0,0,0,0,0,"1,260","44,281",144,0,0,0,0,"38,944",120,
2007,CDW,3,308,"5,731",17,0,0,0,0,0,86,"53,553",671,0,0,0,0,"35,960",300,
2007,CGF,0,"4,085","9,294",6,0,0,0,0,0,"5,030","15,480",77,0,0,0,0,"14,750",12,
2007,CHA,"3,446","18,600","22,398","6,575",0,0,0,0,72,236,"13,084","1,168",0,0,0,0,"9,658","4,094",
